Authors,Article Title,Publication Year,Species,n traditional ,n edna,Prob.Trad,Pos.Trad,Prob.eDNA,Pos.eDNA,Total.eDNA.Samples (units are day*site samples),Total.Pos.eDNA.Samples,eDNA.Detection.Percentage (based off total number of samples taken) ,Total.Trad.Samples (units are day*trap),Total.Pos.Trad.Samples,Trad.Detection.Percentage (based off total number of samples taken) ,Notes,logRR,Calc.Vari.eDNA.Site,Calc.Vari.Trad.Site,Calc.Vari.eDNA.TotalSamp,Calc.Vari.Trad.TotalSamp,Genetic Markers ,Collection Methods eDNA,Collection Methods Trad,Methods,Traditional Cost,eDNA  Cost,Organism Type
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. vulgare,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. vulgare,10,10,0.8,8,0.1,1,10,1,0.1,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),-0.903089987,0.09,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. vulgare,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0,0,0.2,2,10,2,0.2,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0.16,0,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0.2,2,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0,0,0.2,2,10,2,0.2,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0.16,0,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0.2,2,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0,0,0.2,2,10,2,0.2,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0.16,0,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0.2,2,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0,0,0.2,2,10,2,0.2,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0.16,0,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,S. loewii,10,10,0.2,2,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,C. exsul,10,10,0.8,8,0.1,1,10,1,0.1,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),-0.903089987,0.09,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,C. exsul,10,10,1,10,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,C. exsul,10,10,0.8,8,0.1,1,10,1,0.1,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),-0.903089987,0.09,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,C. exsul,10,10,1,10,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,C. exsul,10,10,0.8,8,0.1,1,10,1,0.1,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),-0.903089987,0.09,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,C. exsul,10,10,1,10,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,C. exsul,10,10,0.8,8,0.1,1,10,1,0.1,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),-0.903089987,0.09,0.16,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,C. exsul,10,10,1,10,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. mali,10,10,1,10,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. mali,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. mali,10,10,1,10,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. mali,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. mali,10,10,1,10,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. mali,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. mali,10,10,1,10,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. mali,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. albisignatus,10,10,0.5,5,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.25,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. albisignatus,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. albisignatus,10,10,0.5,5,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.25,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. albisignatus,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. albisignatus,10,10,0.5,5,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.25,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. albisignatus,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. albisignatus,10,10,0.5,5,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.25,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. albisignatus,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0.7,7,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0.7,7,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0.7,7,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0.7,7,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. punctipennis,10,10,0.5,5,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.25,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. punctipennis,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. punctipennis,10,10,0.5,5,0,0,10,0,0,50,a,#VALUE!,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#NUM!,0,0.25,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,A. punctipennis,10,10,0,0,0,0,10,0,0,50,,0,edna- 10 samples were taken but homogenized and a subset analyzed from that. 5 yellow pan traps_ 5 flight intercept traps_5 pitfall_ 5 yellow sticky cards at each orchard (10 apple and 10 pear_ 50 of each trap for each orchard type),#DIV/0!,0,0,,,28s,Soil,traps,Passive,NA,NA,Arthropod
