Authors,Article.Title,Publication Year,Species,n traditional  = ,n edna = ,Prob.Trad,Pos.Trad,Prob.eDNA,Pos.eDNA,eDNA_samples,eDNA_pos,eDNA.Detection.Percentage.Fine ,Trad_samples,Trad_pos,Trad.Detection.Percentage.Fine,excluded,Notes,logRR,Calc.Vari.eDNA.Site,Calc.Vari.Trad.Site,Calc.Vari.eDNA.TotalSamp,Calc.Vari.Trad.TotalSamp,Genetic Markers ,Collection Methods eDNA,Collection Methods Trad,Methods,Traditional Cost,eDNA  Cost,Organism Type
Wikston_ M; Breton_ BAA; Vilaça_ ST; Bennett_ AM; Kyle_ CJ; Beresford_ DV; Lesbarreres_ D; Wilson_ CC; Green_ DM; Fortin_ MJ; Murray_ DL,Comparative efficacy of eDNA and conventional methods for monitoring wetland anuran communities,1-Jul-23,L. ylvaticus,30,30,0.2,6,0.566666667,17,240,64,0.266666667,96,7,0.072916667,0,not looking at any late summer data,0.452297671,0.245555556,0.16,,,COI,Water Fiilter,Breeding Call,Active,NA,NA,Amphibian 
Hinlo_ R; Furlan_ E; Suitor_ L; Gleeson_ D,Environmental DNA monitoring and management of invasive fish: comparison of eDNA and fyke netting,1-Mar-17,M. anguilicaudatus,8,8,0.25,2,0.875,7,45,email sent ,#VALUE!,72,email sent ,#VALUE!,1,9 nets_ 6 eDNA samples at each site_ except 1 had 5,0.544068044,0.109375,0.1875,,,12s,Water Filter,Fyke net,Passive,NA,NA,Fish
Piggott_ MP; Banks_ SC; Broadhurst_ BT; Fulton_ CJ; Lintermans_ M,Comparison of traditional and environmental DNA survey methods for detecting rare and abundant freshwater fish,1-Jan-21,M. australasica ,7,7,0.571428571,4,1,7,24,22,0.916666667,63,email sent ,#VALUE!,1,3 eDNA replicates from each site plus 2 locations at 1 site_ 12 nets at river sites_ 2 nights of netting at reservoirs,0.243038049,0,0.244897959,,,Cytochrome b,Water Filter,Fyke  Nets,Passive,NA,NA,Fish
Piggott_ MP; Banks_ SC; Broadhurst_ BT; Fulton_ CJ; Lintermans_ M,Comparison of traditional and environmental DNA survey methods for detecting rare and abundant freshwater fish,1-Jan-21,M. australasica ,5,5,0,0,1,5,15,15,1,20,email sent ,#VALUE!,1,3 enda replicates_ 4 30 m sections,#DIV/0!,0,0,,,Cytochrome b,Water Filter,Electrofishing ,Active,NA,NA,Fish
Piggott_ MP; Banks_ SC; Broadhurst_ BT; Fulton_ CJ; Lintermans_ M,Comparison of traditional and environmental DNA survey methods for detecting rare and abundant freshwater fish,1-Jan-21,M. australasica ,2,2,0.5,1,1,2,9,7,0.777777778,7,email sent ,#VALUE!,1,3 eDNA replicates plus 2 locations at one site_ 7 nights in total gil netting ,0.301029996,0,0.25,,,Cytochrome b,Water Filter,gill netting ,Passive,NA,NA,Fish
Robinson_ AT; Paroz_ YM; Clement_ MJ; Franklin_ TW; Dysthe_ JC; Young_ MK; McKelvey_ KS; Carim_ KJ,Environmental DNA Sampling of Small-Bodied Minnows: Performance Relative to Location_ Species_ and Traditional Sampling,1-Oct-19,M. fulgida,12,12,0.666666667,8,0.916666667,11,12,11,0.916666667,24,NA,#VALUE!,1,2 netters for electrosihing in one pass_ 1 edna sample from each location,0.138302698,0.076388889,0.222222222,,,Cytochrome b,Water filter ,Electrofishing/ seine,Active,NA,NA,Fish
Robinson_ AT; Paroz_ YM; Clement_ MJ; Franklin_ TW; Dysthe_ JC; Young_ MK; McKelvey_ KS; Carim_ KJ,Environmental DNA Sampling of Small-Bodied Minnows: Performance Relative to Location_ Species_ and Traditional Sampling,1-Oct-19,M. fulgida,18,18,0.388888889,7,0.611111111,11,18,11,0.611111111,18,7,0.388888889,0,1 pass,0.196294645,0.237654321,0.237654321,,,Cytochrome b,Water filter ,Seining,Active,NA,NA,Fish
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,M. tasmaniae,10,10,0.2,2,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pitfall,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,M. tasmaniae,10,10,0.6,6,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pitfall,#NUM!,0,0.09,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,M. tasmaniae,10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 sticky,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,M. tasmaniae,10,10,0.7,7,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 sticky,#NUM!,0,0.09,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,M. tasmaniae,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pan,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,M. tasmaniae,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pan,#NUM!,0,0.09,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,M. tasmaniae,10,10,0.3,3,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 intercept,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,M. tasmaniae,10,10,0.9,9,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 intercept,#NUM!,0,0.09,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Rose_ JP; Wademan_ C; Weir_ S; Wood_ JS; Todd_ BD,Traditional trapping methods outperform eDNA sampling for introduced semi-aquatic snakes,2-Jul-19,N. fasciata,10,10,0.3,3,0.1,1,email sent ,email sent ,#VALUE!,1500,email sent ,#VALUE!,1,traps on at each site for 150 days ,-0.477121255,0.09,0.21,,,18s,Water Fiilter,Trap,Passive,NA,NA,Reptile 
Verhees_ JJF; van der Putten_ TAW; van Hoof_ PH; Heijkers_ D; Lemmers_ P; Esser_ HJ; de Boer_ WF,Comparing the effectiveness of short-focal camera trapping_ live trapping_ and soil eDNA for surveying small mammals: A case study on Eurasian water shrew (Neomys fodiens),1-Feb-24,N. fodiens,20,20,0.75,15,0.4,8,20,8,0.4,1200,352,0.293333333,0,60 days of camera footage- 352 images of newberryi. For edna:18 soils subsamples taken per site and homogenized_ Bc homogenized will say 20 soil samples,-0.273001272,0.24,0.1875,,,Unknown,Soil,camera trapping,Passive,NA,NA,Mammal
Verhees_ JJF; van der Putten_ TAW; van Hoof_ PH; Heijkers_ D; Lemmers_ P; Esser_ HJ; de Boer_ WF,Comparing the effectiveness of short-focal camera trapping_ live trapping_ and soil eDNA for surveying small mammals: A case study on Eurasian water shrew (Neomys fodiens),1-Feb-24,N. fodiens,20,20,0.5,10,0.4,8,20,8,0.4,1060,29,0.027358491,0,20 traps at each site (20) deployed for 3 days_ but they reported 1060 live trap days _ had 29 capture events so will say 29/1060,-0.096910013,0.24,0.25,,,Unknown,Soil,live trapping ,Passive,NA,NA,Mammal
Rose_ JP; Wademan_ C; Weir_ S; Wood_ JS; Todd_ BD,Traditional trapping methods outperform eDNA sampling for introduced semi-aquatic snakes,2-Jul-19,N. sipedon,9,9,0.111111111,1,0.111111111,1,email sent ,email sent ,#VALUE!,1350,email sent ,#VALUE!,1,traps on at each site for 150 days ,0,0.098765432,0.098765432,,,18s,Water Fiilter,Trap,Passive,NA,NA,Reptile 
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Nylanderia sp(p),10,10,0.8,8,0.2,2,10,2,0.2,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pan,-0.602059991,0.16,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Nylanderia sp(p),10,10,0.2,2,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pan,#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Nylanderia sp(p),10,10,0.6,6,0.2,2,10,2,0.2,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 intercept,-0.602059991,0.16,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Nylanderia sp(p),10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 intercept,#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Nylanderia sp(p),10,10,0.8,8,0.2,2,10,2,0.2,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pitfall,-0.602059991,0.16,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Nylanderia sp(p),10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pitfall,#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Nylanderia sp(p),10,10,0.1,1,0.2,2,10,2,0.2,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 sticky,-0.602059991,0.16,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,Nylanderia sp(p),10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 sticky,#NUM!,0,0.16,,,COI,Soil,traps,Passive,NA,NA,Arthropod
Takahara_ T; Iwai_ N; Yasumiba_ K; Igawa_ T,Comparison of the detection of 3 endangered frog species by eDNA and acoustic surveys across 3 seasons,1-Mar-20,O. amamiensis,26,26,0.346153846,9,0.576923077,15,78,23,0.294871795,624,email sent ,#VALUE!,1,1 eDNA sample per site per season (3 seasons)_ voice recordings every night for 3 minutes during speicif seasons t each site ,0.22184875,0.24408284,0.226331361,,,ND5,Water Filter,Voice Recording ,Passive,NA,NA,Amphibian
Penaluna_ BE; Allen_ JM; Arismendi_ I; Levi_ T; Garcia_ TS; Walter_ JK,Better boundaries: identifying the upper extent of fish distributions in forested streams using eDNA and electrofishing,1-Jan-21,O. clarkii,60,60,0.883333333,53,0.9,54,1409,864,0.613200852,60,53,0.883333333,0,single pass electrofishing- 3 edna replicates at 8 locations for most sites- looked at available data,0.00811789,0.09,0.103055556,,,COI,Water Filter,Electrofishing ,Active,NA,NA,Fish
Katano_ I; Harada_ K; Doi_ H; Souma_ R; Minamoto_ T,Environmental DNA method for estimating salamander distribution in headwater streams_ and a comparison of water sampling methods,1-May-17,O. japonicus,18,18,0.333333333,6,0.555555556,10,18,10,0.555555556,18,6,0.333333333,0,one person performed capture survey ,0.22184875,0.24691358,0.222222222,,,12s,Water filter ,Hand capture ,Active,NA,eDNA is more cost effecient ,Amphibian 
Shaffer_ JT; Kinziger_ AP; Bjorkstedt_ EP; Buchheister_ A,Comparison of environmental DNA and underwater visual count surveys for detecting juvenile Coho Salmon in small rivers,1-Apr-24,O. kisutch,96,96,0.927083333,89,0.927083333,89,286,200,0.699300699,192,58,0.302083333,0,3 eDNA replicates_ 2 divers at each pool (96)_ each had perfect agreement according to authors and had 30% detection ,0,0.067599826,0.067599826,,,Cytochrome b,Water filter ,Visual ,Active,NA,NA,Fish
Kamoroff_ C; Meyer_ E; Goldberg_ CS; Parker_ S; Smith_ MM; Reece_ JS,Investigating Aquatic Species Distributions for Sequoia and Kings Canyon National Parks: A Comparison of Visual and Environmental DNA Surveys in Streams,1-Oct-23,O. mykiss,6,6,0.666666667,4,1,6,33,29,0.878787879,36,14,0.388888889,0,6 sites-  eDNA samples across all sites (from data given by authors).18 snorkel observations at each site- double pass therefore 36 ,0.176091259,0,0.222222222,,,COI,Water filter ,Visual,Active,NA,NA,Fish
Piggott_ MP; Banks_ SC; Broadhurst_ BT; Fulton_ CJ; Lintermans_ M,Comparison of traditional and environmental DNA survey methods for detecting rare and abundant freshwater fish,1-Jan-21,O. mykiss,7,7,0.571428571,4,1,7,24,24,1,63,email sent ,#VALUE!,1,3 eDNA replicates from each site plus 2 locations at 1 site_ 12 nets at river sites_ 2 nights of netting at reservoirs,0.243038049,0,0.244897959,,,Cytochrome b,Water Filter,Fyke  Nets,Passive,NA,NA,Fish
Piggott_ MP; Banks_ SC; Broadhurst_ BT; Fulton_ CJ; Lintermans_ M,Comparison of traditional and environmental DNA survey methods for detecting rare and abundant freshwater fish,1-Jan-21,O. mykiss,5,5,0.8,4,1,5,15,15,1,20,email sent ,#VALUE!,1,3 enda replicates_ 4 30 m sections,0.096910013,0,0.16,,,Cytochrome b,Water Filter,Electrofishing ,Active,NA,NA,Fish
Piggott_ MP; Banks_ SC; Broadhurst_ BT; Fulton_ CJ; Lintermans_ M,Comparison of traditional and environmental DNA survey methods for detecting rare and abundant freshwater fish,1-Jan-21,O. mykiss,2,2,0.5,1,1,2,9,9,1,7,email sent ,#VALUE!,1,3 eDNA replicates plus 2 locations at 1 site_ 7 nights in total gil netting ,0.301029996,0,0.25,,,Cytochrome b,Water Filter,gill netting ,Passive,NA,NA,Fish
Dougherty_ MM; Larson_ ER; Renshaw_ MA; Gantz_ CA; Egan_ SP; Erickson_ DM; Lodge_ DM,Environmental DNA (eDNA) detects the invasive rusty crayfish Orconectes rusticus at low abundances,1-Jun-16,O. rusticus,12,12,0.75,9,0.916666667,11,118,58,0.491525424,259,127,0.49034749,0,eDNA from table_ trap numbers from data received from authors ,0.087150176,0.076388889,0.1875,,,COI,Water Fiilter,Baited trap,Passive,NA,NA,Crustacean 
Takahara_ T; Iwai_ N; Yasumiba_ K; Igawa_ T,Comparison of the detection of 3 endangered frog species by eDNA and acoustic surveys across 3 seasons,1-Mar-20,O. splendida,26,26,0.269230769,7,0.153846154,4,78,4,0.051282051,364,email sent ,#VALUE!,1,1 eDNA sample per site per season (3 seasons)_ voice recordings every night for 3 minutes during speicif seasons t each site ,-0.243038049,0.130177515,0.196745562,,,ND5,Water Filter,Voice Recording ,Passive,NA,NA,Amphibian
Shelton_ AO; Kelly_ RP; O'Donnell_ JL; Park_ L; Schwenke_ P; Greene_ C; Henderson_ RA; Beamer_ EM,Environmental DNA provides quantitative estimates of a threatened salmon species,1-Sep-19,O. tshawytsha,38,38,0.815789474,31,1,38,155,138,0.890322581,76,48,0.631578947,0,values are from paper ,0.088421903,0,0.150277008,,,COIII/ND3,Water filter ,Seine,Active,NA,NA,Fish
Kamoroff_ C; Meyer_ E; Goldberg_ CS; Parker_ S; Smith_ MM; Reece_ JS,Investigating Aquatic Species Distributions for Sequoia and Kings Canyon National Parks: A Comparison of Visual and Environmental DNA Surveys in Streams,1-Oct-23,P. antipodarum,6,6,0,0,0,0,35,0,0,36,0,0,0,6 sites-  eDNA samples across all sites (from data given by authors).18 snorkel observations at each site- double pass therefore 36,#DIV/0!,0,0,,,Cytochrome b,Water filter ,Visual,Active,NA,NA,Mollusc
Ponce_ JJ; Arismendi_ I; Thomas_ A,Using in-situ environmental DNA sampling to detect the invasive New Zealand Mud Snail (Potamopyrgus antipodarum) in freshwaters,1-Aug-21,P. antipodarum,6,6,0.5,3,0.666666667,4,30,16,0.533333333,30,13,0.433333333,0,,0.124938737,0.222222222,0.25,,,Cytochrome b,Water filter ,Visual ,Active,NA,NA,Mollusc
Budnick_ WR; Hayes_ D; Herbst_ S; Kanefsky_ J; Nathan_ L; Roth_ BM; Sard_ NM; Scribner_ KT; Smith_ K; Thomas_ S,Factors influencing detection of invasive Red Swamp Crayfish Procambarus clarkii (Girard_ 1852) in Michigan ponds,1-Jun-24,P. clarkii,64,64,0.1875,12,0.15625,10,64,10,0.15625,email sent ,email sent ,#VALUE!,1,one eDNA sample at each site ,-0.079181246,0.131835938,0.15234375,,,16s,Water filter ,Trap,Passive,NA,NA,Crustacean
Wikston_ M; Breton_ BAA; Vilaça_ ST; Bennett_ AM; Kyle_ CJ; Beresford_ DV; Lesbarreres_ D; Wilson_ CC; Green_ DM; Fortin_ MJ; Murray_ DL,Comparative efficacy of eDNA and conventional methods for monitoring wetland anuran communities,1-Jul-23,P. crucifer,30,30,0.333333333,10,0.766666667,23,240,94,0.391666667,160,11,0.06875,0,not looking at any late summer data,0.361727836,0.178888889,0.222222222,,,COI,Water Fiilter,Visual,Active,NA,NA,Amphibian 
Wikston_ M; Breton_ BAA; Vilaça_ ST; Bennett_ AM; Kyle_ CJ; Beresford_ DV; Lesbarreres_ D; Wilson_ CC; Green_ DM; Fortin_ MJ; Murray_ DL,Comparative efficacy of eDNA and conventional methods for monitoring wetland anuran communities,1-Jul-23,P. crucifer,29,29,0.103448276,3,0.793103448,23,232,94,0.405172414,24,3,0.125,0,not looking at any late summer data,0.884606581,0.164090369,0.09274673,,,COI,Water Fiilter,Dip Net,Active,NA,NA,Amphibian 
Wikston_ M; Breton_ BAA; Vilaça_ ST; Bennett_ AM; Kyle_ CJ; Beresford_ DV; Lesbarreres_ D; Wilson_ CC; Green_ DM; Fortin_ MJ; Murray_ DL,Comparative efficacy of eDNA and conventional methods for monitoring wetland anuran communities,1-Jul-23,P. crucifer,30,30,0.9,27,0.766666667,23,240,94,0.391666667,96,77,0.802083333,0,not looking at any late summer data,-0.069635928,0.178888889,0.09,,,COI,Water Fiilter,Breeding Call,Active,NA,NA,Amphibian 
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0.6,6,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 pan,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0.1,1,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 pan,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0,0,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- apples_ 5 intercept,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Todd_ JH; Simpson_ RM; Poulton_ J; Barraclough_ E; Villsen_ K; Brooks_ A; Richards_ K; Jones_ D,Detecting invertebrate ecosystem service providers in orchards: traditional methods versus barcoding of environmental DNA in soil,1-Aug-20,P. demades,10,10,0.5,5,0,0,10,0,0,50,NA,#VALUE!,1,edna- 10 samples were taken but homogenized and a subset analyzed from that. Trad- kiwi_ 5 intercept,#NUM!,0,0.21,,,28s,Soil,traps,Passive,NA,NA,Arthropod
Hinlo_ R; Furlan_ E; Suitor_ L; Gleeson_ D,Environmental DNA monitoring and management of invasive fish: comparison of eDNA and fyke netting,1-Mar-17,P. fluviatilis,8,8,0.125,1,0.25,2,45,email sent ,#VALUE!,72,email sent ,#VALUE!,1,9 nets_ 6 eDNA samples at each site_ except 1 had 5,0.301029996,0.1875,0.109375,,,12s,Water Filter,Fyke net,Passive,NA,NA,Fish
Kamoroff_ C; Meyer_ E; Goldberg_ CS; Parker_ S; Smith_ MM; Reece_ JS,Investigating Aquatic Species Distributions for Sequoia and Kings Canyon National Parks: A Comparison of Visual and Environmental DNA Surveys in Streams,1-Oct-23,P. grandis,6,6,0.5,3,0.666666667,4,34,19,0.558823529,36,10,0.277777778,0,6 sites-  eDNA samples across all sites (from data given by authors).18 snorkel observations at each site- double pass therefore 36,0.124938737,0.222222222,0.25,,,COI,Water filter ,Visual,Active,NA,NA,Fish
Eiler_ A; Löfgren_ A; Hjerne_ O; Nordén_ S; Saetre_ P,Environmental DNA (eDNA) detects the pool frog (Pelophylax lessonae) at times when traditional monitoring methods are insensitive,1-Apr-15,P. lessonae,4,4,1,4,1,4,8,5,0.625,4,4,1,0,,0,0,0,,,COI,Water Filter,Visual ,Active,NA,NA,Amphibian 
Eiler_ A; Löfgren_ A; Hjerne_ O; Nordén_ S; Saetre_ P,Environmental DNA (eDNA) detects the pool frog (Pelophylax lessonae) at times when traditional monitoring methods are insensitive,1-Apr-15,P. lessonae,17,17,0.588235294,10,0.411764706,7,10,5,0.5,17,10,0.588235294,0,,-0.15490196,0.242214533,0.242214533,,,COI,Water Filter,Visual ,Active,NA,NA,Amphibian 
Eiler_ A; Löfgren_ A; Hjerne_ O; Nordén_ S; Saetre_ P,Environmental DNA (eDNA) detects the pool frog (Pelophylax lessonae) at times when traditional monitoring methods are insensitive,1-Apr-15,P. lessonae,6,6,0,0,0.166666667,1,14,5,0.357142857,6,0,0,0,,#DIV/0!,0.138888889,0,,,COI,Water Filter,Visual ,Active,NA,NA,Amphibian 
Eiler_ A; Löfgren_ A; Hjerne_ O; Nordén_ S; Saetre_ P,Environmental DNA (eDNA) detects the pool frog (Pelophylax lessonae) at times when traditional monitoring methods are insensitive,1-Apr-15,P. lessonae,14,14,0.428571429,6,0.785714286,11,17,14,0.823529412,14,6,0.428571429,0,,0.263241435,0.168367347,0.244897959,,,COI,Water Filter,Visual ,Active,NA,NA,Amphibian 
Randall_ LA; Goldberg_ CS; Moehenschlager_ A,Environmental DNA surveys can underestimate amphibian occupancy and overestimate detection probability: implications for practice,1-Sep-23,P. maculata,68,68,0.617647059,42,0.147058824,10,201,19,0.094527363,190,101,0.531578947,0,1 ARU for 3 hours for 3 nights,-0.62324929,0.125432526,0.23615917,,,Cytochrome b,Water Fiilter,ARU,Passive,NA,NA,Amphibian 
Randall_ LA; Goldberg_ CS; Moehenschlager_ A,Environmental DNA surveys can underestimate amphibian occupancy and overestimate detection probability: implications for practice,1-Sep-23,P. maculata,68,68,0.632352941,43,0.147058824,10,201,19,0.094527363,272,81,0.297794118,0,4 visual surveys at different times,-0.633468456,0.125432526,0.232482699,,,Cytochrome b,Water Fiilter,Visual,Active,NA,NA,Amphibian 
Wikston_ M; Breton_ BAA; Vilaça_ ST; Bennett_ AM; Kyle_ CJ; Beresford_ DV; Lesbarreres_ D; Wilson_ CC; Green_ DM; Fortin_ MJ; Murray_ DL,Comparative efficacy of eDNA and conventional methods for monitoring wetland anuran communities,1-Jul-23,P. maculata,30,30,0.1,3,0.066666667,2,240,2,0.008333333,162,3,0.018518519,0,not looking at any late summer data,-0.176091259,0.062222222,0.09,,,COI,Water Fiilter,Visual,Active,NA,NA,Amphibian 
Wikston_ M; Breton_ BAA; Vilaça_ ST; Bennett_ AM; Kyle_ CJ; Beresford_ DV; Lesbarreres_ D; Wilson_ CC; Green_ DM; Fortin_ MJ; Murray_ DL,Comparative efficacy of eDNA and conventional methods for monitoring wetland anuran communities,1-Jul-23,P. maculata,29,29,0,0,0.068965517,2,232,2,0.00862069,24,0,0,0,not looking at any late summer data,#DIV/0!,0.064209275,0,,,COI,Water Fiilter,Dip Net,Active,NA,NA,Amphibian 
