record_id,type_of_reference,authors,title,secondary_title,language,keywords,abstract,author_address,custom3,issn,date,year,volume,number,start_page,end_page,doi,custom6,accession_number,notes,custom7,asreview_prior,exported_notes_1,included,asreview_ranking
12,JOUR,"['Song, JW', 'Small, MJ', 'Casman, EA']",Making sense of the noise: The effect of hydrology on silver carp eDNA detection in the Chicago area waterway system,SCIENCE OF THE TOTAL ENVIRONMENT,English,"['Environmental DNA', 'Invasive carp', 'Beta-binomial regression', 'Hydrology', 'ENVIRONMENTAL DNA', 'ASIAN CARP', 'GREAT-LAKES', 'OCCUPANCY', 'DEGRADATION', 'TEMPERATURE', 'ILLINOIS']","Environmental DNA (eDNA) sampling is an emerging tool for monitoring the spread of aquatic invasive species. One confounding factor when interpreting eDNA sampling evidence is that eDNA can be present in the water in the absence of living target organisms, originating from excreta, dead tissue, boats, or sewage effluent, etc. In the Chicago Area Waterway System (CAWS), electric fish dispersal barriers were built to prevent non-native Asian carp species from invading Lake Michigan, and yet Asian carp eDNA has been detected above the barriers sporadically since 2009. In this paper the influence of stream flow characteristics in the CAWS on the probability of invasive Asian carp eDNA detection in the CAWS from 2009 to 2012 was examined. In the CAWS, the direction of stream flow is mostly away from Lake Michigan, though there are infrequent reversals in flow direction towards Lake Michigan during dry spells. We find that the flow reversal volume into the Lake has a statistically significant positive relationship with eDNA detection probability, while other covariates, like gage height, precipitation, season, water temperature, dissolved oxygen concentration, pH and chlorophyll concentration do not. This suggests that stream flow direction is highly influential on eDNA detection in the CAWS and should be considered when interpreting eDNA evidence. We also find that the beta-binomial regression model provides a stronger fit for eDNA detection probability compared to a binomial regression model. This paper provides a statistical modeling framework for interpreting eDNA sampling evidence and for evaluating covariates influencing eDNA detection. (C) 2017 Elsevier B.V. All rights reserved.","Carnegie Mellon Univ, Dept Engn & Publ Policy, 5000 Forbes Ave, Pittsburgh, PA 15213 USA",Carnegie Mellon University,0048-9697,15-Dec,2017,605,,713,720,10.1016/j.scitotenv.2017.06.255,,WOS:000408275500075,"['Times Cited in Web of Science Core Collection:  33', 'Total Times Cited:  45', 'Cited Reference Count:  45']",,0,,0,41
41,JOUR,"['Brannelly, LA', 'Wetzel, DP', 'Ohmer, MEB', 'Zimmerman, L', 'Saenz, V', 'Richards-Zawacki, CL']",Evaluating environmental DNA as a tool for detecting an amphibian pathogen using an optimized extraction method,OECOLOGIA,English,"['Amphibian', 'Chytridiomycosis', 'EDNA', 'Environmental detection', 'Extraction', 'BATRACHOCHYTRIUM-DENDROBATIDIS DNA', 'PCR', 'CHYTRIDIOMYCOSIS', 'EDNA', 'QUANTIFICATION', 'MORTALITY', 'INFECTION', 'SEDIMENTS']","Environmental DNA (eDNA) detection is a valuable conservation tool that can be used to identify and monitor imperiled or invasive species and wildlife pathogens.Batrachochytriumpathogens are of global conservation concern because they are a leading cause of amphibian decline. While eDNA techniques have been used to detectBatrachochytriumDNA in the environment, a systematic comparison of extraction methods across environmental samples is lacking. In this study, we first compared eDNA extraction methods and found that a soil extraction kit (Qiagen PowerSoil) was the most effective for detectingBatrachochytrium dendrobatidisin water samples. The PowerSoil extraction had a minimum detection level of 100 zoospores and had a two- to four-fold higher detection probability than other commonly used extraction methods (e.g., QIAamp extraction, DNeasy+Qiashredder extraction method, respectively). Next, we used this extraction method on field-collected water and sediment samples and were able to detect pathogen DNA in both. While field-collected water filters were equivalent to amphibian skin swab samples in detecting the presence of pathogen DNA, the seasonal patterns in pathogen quantity were different between skin swabs and water samples. Detection rate was lowest in sediment samples. We also found that detection probability increases with the volume of water filtered. Our results indicate that water filter eDNA samples can be accurate in detecting pathogen presence at the habitat scale but their utility for quantifying pathogen loads in the environment appears limited. We suggest that eDNA techniques be used for early warning detection to guide animal sampling efforts.","Univ Pittsburgh, Dietrich Sch Arts & Sci, Dept Biol Sci, Pittsburgh, PA 15260 USA",Pennsylvania Commonwealth System of Higher Education (PCSHE),0029-8549,OCT,2020,194,2-Jan,267,281,10.1007/s00442-020-04743-4,Sep-20,WOS:000565500300004,"['Times Cited in Web of Science Core Collection:  10', 'Total Times Cited:  11', 'Cited Reference Count:  47']",,0,,0,42
2,JOUR,"['Condachou, C', 'Coutant, O', 'Brosse, S', 'Murienne, J']","Evaluating the eDNA spatial signal in natural populations and its application for the monitoring of the threatened <i>Harttiella</i> (Siluriformes, Loricariidae)",LIMNOLOGY AND OCEANOGRAPHY-METHODS,English,['FRESH-WATER BIODIVERSITY'],"To face the current downward trajectory of freshwater biodiversity loss, the implementation of effective biodiversity monitoring programs is of utmost importance. Environmental DNA offers unprecedented opportunities for this aim but several challenges still need to be addressed before implementing efficient species monitoring using eDNA. One of them is optimizing the eDNA sampling scheme to maximize the eDNA detection probability. For instance, in flowing freshwaters, the transport of eDNA downstream from its source can impact the eDNA detection probability, and blur the link between eDNA detection and the local occurrence of the species. Here, we investigated the eDNA spatial range of Harttiella lucifer (Siluriformes, Loricariidae), a threatened neotropical siluriform fish inhabiting French Guianese mountain streams, and confined to waterfalls and fast-flowing environments. Environmental samples were collected at 11 sites from the H. lucifer population to 2000 m downstream. A species-specific dPCR approach was applied to quantify the amount of DNA present in each sample and evaluate the eDNA detection probability of H. lucifer according to the distance from its source. Results showed an accumulation of eDNA at 50 and 100 m downstream from H. lucifer population. The evaluation of detection probabilities revealed that 300 m downstream from H. lucifer population, the probability of detection drops to 50%. This study suggests that eDNA drift in neotropical small streams is limited to a few tens meters downstream. These findings demonstrate that in neotropical small streams, eDNA provides a picture of the local fish fauna rather than integrating information over large spatial scales.","Univ Toulouse Paul Sabatier 3 UT3, Univ Toulouse, Ctr Rech Biodivers & Environm CRBE, CNRS,UMR5300,IRD,Toulouse INP, Toulouse, France",Universite Federale Toulouse Midi-Pyrenees (ComUE),1541-5856,SEP,2024,22,9,660,669,10.1002/lom3.10634,Jul-24,WOS:001261503400001,"['Times Cited in Web of Science Core Collection:  0', 'Total Times Cited:  0', 'Cited Reference Count:  40']",,0,,0,43
32,JOUR,"['Malekian, M', 'Sadeghi, P', 'Goudarzi, F']","ASSESSMENT OF ENVIRONMENTAL DNA FOR DETECTION OF AN IMPERILED AMPHIBIAN, THE LURISTAN NEWT (<i>NEURERGUS KAISERI</i>, SCHMIDT 1952)",HERPETOLOGICAL CONSERVATION AND BIOLOGY,English,"['eDNA', 'endangered species', 'species detection', 'water samples', 'Zagros Mountains', 'GREAT CRESTED NEWT', 'WATER SAMPLES', 'EDNA', 'DEGRADATION', 'TEMPERATURE', 'PRIMERS', 'PROGRAM']",The isolation and identification of DNA fragments from environmental samples (eDNA) provide a non-invasive and efficient technique for detection of a target species. The Luristan Newt (Neurergus kaiseri) is a critically endangered amphibian endemic to the southern Zagros Mountains of southwestern Iran. This study presents the results of a PCR-based eDNA assay capable of detecting the Luristan Newt. Environmental DNA had the cabability of detecting the presence of the newt in various water bodies where adults or larvae of the species were present. Results of occupancy modeling showed that detection probability of Luristan Newt eDNA was higher in lentic systems with lower water velocity and when the time lag between sampling and freezing was shorter. The stability of eDNA was estimated in water in an ambient environment at about 15 d and under exposure to direct sunlight up to 6 d.,"Isfahan Univ Technol, Dept Nat Resources, Esfahan 8415683111, Iran",Isfahan University of Technology,2151-0733,APR,2018,13,1,175,182,,,WOS:000433024200016,"['Times Cited in Web of Science Core Collection:  3', 'Total Times Cited:  4', 'Cited Reference Count:  32']",,0,,0,44
13,JOUR,"['Hauger, AN', 'Hollis-Etter, KM', 'Etter, DR', 'Roloff, GJ', 'Mahon, AR']",Use of environmental DNA (eDNA) in streams to detect feral swine (<i>Sus scrofa</i>),PEERJ,English,"['Feral swine', 'Sus scrofa', 'Environmental DNA', 'Streams', 'Water samples', 'Terrestrial mammal', 'Invasive species', 'eDNA', 'Water temperature', 'PERSISTENCE', 'PRESERVATION', 'TEMPERATURE', 'SAMPLES', 'DECAY', 'WATER']","Invasive feral swine can damage ecosystems, disrupt plant and animal populations, and transmit diseases. Monitoring of feral swine populations requires expensive and labor-intensive techniques such as aerial surveys, field surveys for sign, trail cameras, and verifying landowner reports. Environmental DNA (eDNA) provides an alternative method for locating feral swine. To aid in detection of this harmful invasive species, a novel assay was developed incorporating molecular methods. From August 2017 to April 2018, water samples and stream data were collected along 400 m transects in two different stream types where swine DNA was artificially introduced to investigate potential factors affecting detection. A generalized linear model (family binomial) was used to characterize environmental conditions affecting swine DNA detection; detection was the dependent variable and stream measurements included stream type, distance downstream, water temperature, velocity, turbidity, discharge, and pH as independent variables. Parameters from the generalized linear model were deemed significant if 95% confidence intervals did not overlap 0. Detection probability for swine DNA negatively related to water temperature (beta = -21, 95% CI [-0.35 to -0.09 with the highest detection probability (0.80) at 0 degrees C and lowest detection probability (0.05) at 17.9 degrees C water temperature. Results indicate that sampling for swine eDNA in free-flowing stream systems should occur at lower water temperatures to maximize detection probability. This study provides a foundation for further development of field and sampling techniques for utilizing eDNA as a viable alternative to monitoring a terrestrial invasive species in northern regions of the United States.","Univ Michigan, Biol Dept, Flint, MI 48503 USA",University of Michigan System,2167-8359,2-Jan,2020,8,,,,10.7717/peerj.8287,,WOS:000505542300011,"['Times Cited in Web of Science Core Collection:  7', 'Total Times Cited:  7', 'Cited Reference Count:  33']",e8287,0,,0,45
26,JOUR,"['Julian, JT', 'Glenney, GW', 'Rees, C']",Evaluating observer bias and seasonal detection rates in amphibian pathogen eDNA collections by citizen scientists,DISEASES OF AQUATIC ORGANISMS,English,"['Environmental DNA', 'Batrachochytrium dendrobatidis', 'Ranavirus', 'Amphibian', 'Pathogens', 'Occupancy model', 'BATRACHOCHYTRIUM-DENDROBATIDIS', 'QUANTITATIVE PCR', 'DNA', 'DISEASE', 'FROGS', 'CHYTRIDIOMYCOSIS', 'TRANSMISSION', 'INFECTION', 'AGREEMENT', 'DYNAMICS']","We trained volunteers from conservation organizations to collect environmental DNA (eDNA) from 21 ponds with amphibian communities that had a history of Batrachochytrium dendrobatidis (Bd) and ranavirus (Rv) infections. Volunteers were given sampling kits to filter pond water and preserve eDNA on filter paper, as were the principal investigators (PIs), who made independent collections within 48 h of volunteer collections. Using multi-scale occupancy modeling, we found no evidence to suggest the observer who collected the water sample (volunteer or PI) influenced either the probability of capturing eDNA on a filter or the probability of de tecting extracted eDNA in a quantitative PCR (qPCR) reaction. The cumulative detection probability of Bd eDNA at a pond decreased from May through July 2017 because there was a de crease in the probability of detecting eDNA in qPCR reactions. In contrast, cumulative detection probability increased from May to July for Rv due to a higher probability of capturing eDNA on filters later in the year. Our models estimate that both pathogens could be detected with 95% confidence in as few as 5 water samples taken in June or July tested with either 4 or 3 qPCR reactions, respectively. Our eDNA protocols appeared to detect pathogens with 95% confidence using considerably fewer samples than protocols which typically recommend sampling >= 30 individual animals. In addition, eDNA sampling could reduce some biosecurity concerns, jurisdictional and institutional permitting, and stress to biota at ponds.","Penn State Univ, Div Math & Nat Sci, Altoona Coll, Altoona, PA 16601 USA",Pennsylvania Commonwealth System of Higher Education (PCSHE),0177-5103,,2019,134,1,15,24,10.3354/dao03357,,WOS:000484001500002,"['Times Cited in Web of Science Core Collection:  11', 'Total Times Cited:  14', 'Cited Reference Count:  42']",,0,,0,46
3,JOUR,"['Lunghi, E', 'Valle, B', 'Guerrieri, A', 'Bonin, A', 'Cianferoni, F', 'Manenti, R', 'Ficetola, GF']",Environmental DNA of insects and springtails from caves reveals complex processes of eDNA transfer in soils,SCIENCE OF THE TOTAL ENVIRONMENT,English,"['Biodiversity', 'Biospeleology', 'Cave biology', 'DNA metabarcoding', 'Monitoring methodology', 'Subterranean', 'DENISOVAN DNA', 'BIODIVERSITY', 'FRAMEWORK', 'SEDIMENTS', 'PATTERNS', 'DEPOSITS', 'ECOLOGY', 'ERRORS']","Subterranean environments host a substantial amount of biodiversity, however assessing the distribution of species living underground is still extremely challenging. Environmental DNA (eDNA) metabarcoding is a powerful tool to estimate biodiversity in poorly known environments and has excellent performance for soil organisms. Here, we tested 1) whether eDNA metabarcoding from cave soils/sediments allows to successfully detect springtails (Hexapoda: Collembola) and insects (Hexapoda: Insecta); 2) whether eDNA mostly represents autochthonous (cave-dwelling) organisms or it also incorporates information from species living in surface environments; 3) whether eDNA detection probability changes across taxa with different ecology. Environmental DNA metabarcoding analyses detected a large number of Molecular Operational Taxonomic Units (MOTUs) for both insects and springtails. For springtails, detection probability was high, with a substantial proportion of hypogean species, suggesting that eDNA provides good information on the distribution of these organisms in caves. Conversely, for insects most of MOTUs represented taxa living outside caves, and the majority of them represented taxa/organisms living in freshwater environments (Ephemeroptera, Plecoptera and Trichoptera). The eDNA of freshwater insects was particularly abundant in deep sectors of caves, far from the entrance. Furthermore, average detection probability of insects was significantly lower than the one of springtails. This suggests that cave soils/sediments act as ""conveyer belts of biodiversity information"", possibly because percolating water lead to the accumulation of eDNA of organisms living in nearby areas. Cave soils hold a complex mix of autochthonous and allochthonous eDNA. eDNA provided unprecedented information on the understudied subterranean cave organisms; analyses of detection probability and occupancy can help teasing apart local eDNA from the eDNA representing spatially-integrated biodiversity for whole landscape.","Rudjer Boskovic Inst, Div Mol Biol, Zagreb, Croatia",Rudjer Boskovic Institute,0048-9697,20-Jun,2022,826,,,,10.1016/j.scitotenv.2022.154022,Mar-22,WOS:000790514000013,"['Times Cited in Web of Science Core Collection:  17', 'Total Times Cited:  18', 'Cited Reference Count:  89']",154022,0,,0,47
48,JOUR,"['Stelzer, M', 'Ord, J', 'Neyrinck, S', 'Steiner, J', 'Hartikainen, H', 'Brys, R', 'Schmidt-Posthaus, H']",Optimal detection protocol of <i>Tetracapsuloides bryosalmonae</i> by environmental DNA: A comparison of qPCR and ddPCR approaches,ENVIRONMENTAL DNA,English,"['environmental DNA', 'method comparison', 'monitoring protocol', 'non-invasive monitoring', 'proliferative kidney disease', 'Tetracapsuloides bryosalmonae', 'PROLIFERATIVE KIDNEY-DISEASE', 'REAL-TIME PCR', 'BATRACHOCHYTRIUM-DENDROBATIDIS', 'INFECTION DYNAMICS', 'BRYOZOAN HOSTS', 'COPY NUMBER', 'QUANTIFICATION', 'MALACOSPOREA', 'MYXOZOA', 'SPORES']","Investigation of environmental DNA (eDNA) is increasingly used to precisely and non-invasively detect and monitor pathogens. Among these, Tetracapsuloides bryosalmonae is a myxozoan endoparasite that causes proliferative kidney disease (PKD) in salmonid fish. Although the detection of T. bryosalmonae DNA in water samples has been shown to be promising and successful, method comparison and cross-validation are currently lacking. This study aims to directly compare the sensitivity of different eDNA-based methods in field and laboratory applications, and to develop an easy-to-apply and sensitive protocol to monitor T. bryosalmonae occurrence non-invasively by its eDNA in water samples. First, we tested three existing probe-based T. bryosalmonae-specific detection assays in parallel by comparing the limit of detection (LOD) and limit of quantification (LOQ) using quantitative PCR (qPCR) and digital droplet PCR (ddPCR) platforms. Second, the impact of different filter types and water volumes on the detection probability was tested by sampling water directly from riverbanks with a syringe-based protocol. The most sensitive detection protocol was the combination of the probe-based assay published by Bettge et al. run via ddPCR, resulting in a LOD of 1.65 copies/mu L input (6.6 copies/reaction) and a LOQ of 3.66 copies/mu L input (14.67 copies/reaction). The type of filter (Sterivex (TM) compared to Millex (R)) did not significantly influence detection probability, however, the volume of water sampled (600 mL compared to 300 mL) significantly affected the probability of capturing eDNA in a sample. Based on modeled probabilities of eDNA capture and detection, we calculated that using the Bettge et al. assay via the ddPCR platform for data collection, 95% overall detection probability could be achieved with three replicates of 600 mL filtered water with Sterivex (TM) filters. Based on this cross-validation of assays and detection platforms, we provide a cost-effective, straightforward, and highly sensitive laboratory analysis workflow to detect DNA of T. bryosalmonae from water samples.","Univ Bern, Inst Fish & Wildlife Hlth, Vetsuisse Fac, Bern, Switzerland",University of Bern,2637-4943,JAN,2024,6,1,,,10.1002/edn3.501,,WOS:001306414400032,"['Times Cited in Web of Science Core Collection:  2', 'Total Times Cited:  2', 'Cited Reference Count:  73']",e501,0,,0,48
33,JOUR,"['Newton, JP', 'Nevill, P', 'Bateman, PW', 'Campbell, MA', 'Allentoft, ME']",Spider webs capture environmental DNA from terrestrial vertebrates,ISCIENCE,English,"['FLY-DERIVED DNA', 'TOOL', 'EVOLUTION']","Environmental DNA holds significant promise as a non-invasive tool for tracking terrestrial biodiversity. However, in non -homogenous terrestrial environments, the continual exploration of new substrates is crucial. Here we test the hypothesis that spider webs can act as passive biofilters, capturing eDNA from vertebrates present in the local environment. Using a metabarcoding approach, we detected vertebrate eDNA from all analyzed spider webs (N = 49). Spider webs obtained from an Australian woodland locality yielded vertebrate eDNA from 32 different species, including native mammals and birds. In contrast, webs from Perth Zoo, less than 50 km away, yielded eDNA from 61 different vertebrates and produced a highly distinct species composition, largely reflecting exotic species hosted in the zoo. We show that higher animal biomass and proximity to animal enclosures increased eDNA detection probability in the zoo. Our results indicate a tremendous potential for using spider webs as a cost-effective means to monitor terrestrial vertebrates.","Curtin Univ, Sch Mol & Life Sci, Trace & Environm DNA Lab, Perth, WA 6102, Australia",Curtin University,2589-0042,16-Feb,2024,27,2,,,10.1016/j.isci.2024.108904,Feb-24,WOS:001198924700001,"['Times Cited in Web of Science Core Collection:  4', 'Total Times Cited:  5', 'Cited Reference Count:  67']",108904,0,,0,49
44,JOUR,"['Morrissey, SJ', 'Jerry, DR', 'Kingsford, MJ']",Genetic Detection and a Method to Study the Ecology of Deadly Cubozoan Jellyfish,DIVERSITY-BASEL,English,"['zooplankton', 'Cubozoa', 'environmental DNA', 'endogenous control', 'eDNA dynamics', 'eDNA decay', 'ENVIRONMENTAL DNA', 'CHIRONEX-FLECKERI', 'CNIDARIA CUBOZOA', 'SURVEY TOOL', 'EDNA', 'FISH', 'DEGRADATION', 'TEMPERATURE', 'ABUNDANCE', 'BEHAVIOR']","Cubozoan jellyfish pose a risk of envenomation to humans and a threat to many businesses, yet crucial gaps exist in determining threats to stakeholders and understanding their ecology. Environmental DNA (eDNA) provides a cost-effective method for detection that is less labour intensive and provides a higher probability of detection. The objective of this study was to develop, optimise and trial the use of eDNA to detect the Australian box jellyfish, Chironex fleckeri. This species was the focus of this study as it is known to have the strongest venom of any cubozoan; it is responsible for more than 200 recorded deaths in the Indo-Pacific region. Further, its ecology is poorly known. Herein, a specific and sensitive probe-based assay, multiplexed with an endogenous control assay, was developed, and successfully utilised to detect the deadly jellyfish species and differentiate them from closely related taxa. A rapid eDNA decay rate of greater than 99% within 27 h was found with no detectable influence from temperature. The robustness of the technique indicates that it will be of high utility for detection and to address knowledge gaps in the ecology of C. fleckeri; further, it has broad applicability to other types of zooplankton.","James Cook Univ, Coll Sci & Engn, Bebegu Yumba Campus, Townsville, Qld 4814, Australia",James Cook University,1424-2818,DEC,2022,14,12,,,10.3390/d14121139,,WOS:000901253200001,"['Times Cited in Web of Science Core Collection:  7', 'Total Times Cited:  7', 'Cited Reference Count:  105']",1139,0,,0,50
